entity,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
HUILA,2014,1,1,2,4,1,1,3,5,,2,2,4,10,1,8,5,2,4,5,5,3,3,2,3,2,2,4,2,2,4,3,7,2,5,2,5,6,3,3,5,8,2,2,6,5,1,3,11,3,5,2,2,5
LA GUAJIRA,2014,,,,3,,,,,,,3,3,,1,1,,,1,1,1,1,,1,,1,,,2,3,1,3,,1,5,,1,,1,2,,3,2,3,1,3,4,,1,1,1,,,1
MAGDALENA,2014,,1,2,1,2,2,1,1,3,1,,2,1,2,1,2,1,5,1,2,1,1,,1,1,,,1,,2,1,,3,1,1,1,2,,,,3,1,4,,3,2,1,4,,1,2,,
META,2014,,,,3,1,,,,,,,1,,,,,,1,,,,5,1,1,,1,,,,1,2,,,,5,,1,,3,2,,,,,3,,,,,,,,
NARIÑO,2014,,4,3,7,3,1,3,2,3,,2,1,3,3,1,4,3,2,2,2,2,4,3,4,1,1,7,5,3,2,2,4,8,5,5,4,3,7,8,2,2,1,1,2,1,2,6,6,4,2,1,4,1
NORTE SANTANDER,2014,,,,,1,1,1,2,3,2,,1,,1,4,2,3,,,,,,1,1,3,,4,1,,1,2,1,1,2,,4,1,,4,3,5,,,,2,1,,2,,1,,1,2
PROCEDENCIA DESCONOCIDA,2014,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
PUTUMAYO,2014,,,,,2,1,2,1,,1,,,,1,,,,3,,,,,,1,,1,,1,,1,,,1,3,1,1,1,2,2,1,2,,3,2,,2,,,,,,,
QUINDIO,2014,,,,,1,,,,1,,3,,,1,,1,,,,1,1,,2,,,,,,1,2,4,1,,,1,,1,2,,1,2,,2,,,2,,,1,2,,1,2
RISARALDA,2014,,3,5,5,6,8,5,14,5,6,3,4,11,1,,3,2,4,,3,,,4,2,2,,,2,,2,,,,2,,2,2,1,1,2,,3,1,,1,2,1,1,,1,3,,
SAN ANDRES,2014,,,,,,,,4,,1,2,,2,2,,2,,,,1,3,2,,,1,,3,1,,3,2,,2,3,,2,,,,,2,1,1,,,,,1,,,,,
SANTANDER,2014,,1,3,3,1,,4,5,3,5,4,,4,2,2,,,4,2,,4,3,3,3,,2,,4,4,,2,8,5,5,4,2,8,,3,3,2,5,5,2,2,5,4,4,3,6,1,3,1
SUCRE,2014,2,,1,2,,1,4,3,4,4,1,3,2,3,1,3,4,2,1,1,,2,3,5,,3,1,1,2,1,2,4,,1,2,4,1,3,3,1,,3,,6,3,3,2,,5,,3,1,2
TOLIMA,2014,1,,,,,,1,,,3,,1,,,3,,,1,3,2,,,3,1,4,7,3,,6,2,5,,4,2,4,1,8,2,4,,,1,1,2,3,1,2,4,,,1,1,2
VALLE DEL CAUCA,2014,2,7,9,6,6,4,6,7,6,,3,9,10,9,3,5,8,4,14,9,13,10,8,8,8,11,12,2,12,7,5,6,2,9,4,18,8,7,3,6,1,3,5,8,6,5,8,4,10,4,3,2,4
VAUPES,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,
VICHADA,2014,,,,,,,,,,,1,,,,2,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
COLOMBIA,2015,28,103,81,86,92,68,65,73,84,60,54,70,57,83,53,61,63,96,84,81,71,88,57,70,62,56,71,72,94,72,76,50,54,60,60,49,42,26,50,41,30,26,29,24,34,35,28,35,36,29,34,31,27
AMAZONAS,2015,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTIOQUIA,2015,1,11,13,13,13,8,6,5,6,5,6,6,7,9,4,5,7,9,6,9,10,12,5,1,5,3,3,8,8,5,3,4,1,5,5,2,2,2,2,5,1,5,2,1,3,3,1,4,2,4,3,2,3
ARAUCA,2015,,4,2,1,2,,1,1,2,,1,,2,,,2,,3,,,,2,,1,1,,4,,,,,2,,,,2,,,,1,,,,,,,1,,,,,,
ATLANTICO,2015,,5,4,2,3,2,,,3,2,2,4,,,3,,2,2,2,3,3,4,,2,4,3,3,3,1,2,4,3,2,,1,4,1,1,3,1,,1,,2,2,,,1,,,1,1,1
BOGOTA DC,2015,14,27,18,17,19,18,11,13,22,14,13,23,8,18,8,17,6,25,24,18,15,20,15,16,18,13,24,13,20,16,19,17,12,12,11,6,13,3,6,9,6,1,4,5,7,4,9,10,15,8,10,14,9
BOLIVAR,2015,2,2,,3,2,1,2,1,2,,1,,1,4,1,,3,3,5,,3,1,1,1,3,1,,2,2,3,,1,,,1,5,2,,3,,2,,,2,,,1,1,,1,2,2,
BOYACA,2015,,3,3,2,3,,3,3,,1,,3,3,3,1,2,2,1,2,2,,,2,1,,,1,1,7,1,7,,1,,2,,,1,,,,1,,2,1,,,,,,,,
CALDAS,2015,,,,1,,,5,1,2,,,,,1,2,1,,,2,2,,,,1,1,,1,,2,4,1,,,1,,2,1,,,,1,,,,2,,1,1,,1,,,
CAQUETA,2015,,5,,1,3,4,2,3,1,1,2,1,2,3,,2,5,4,,2,,1,1,2,,1,3,1,1,,,1,1,4,3,1,,2,3,1,1,4,,,2,1,,,1,,,,
CASANARE,2015,,,,1,1,2,,1,,1,1,2,,1,1,,2,1,2,3,1,1,1,,2,1,,6,4,,,,,2,,2,,,1,1,1,,2,,1,2,,1,1,,1,,2
CAUCA,2015,,5,1,1,,3,1,3,4,,,1,,,1,2,2,2,,5,1,4,,1,,2,1,4,1,1,1,2,1,1,,,4,,1,,2,1,1,,2,2,1,,,,,,
CESAR,2015,2,,2,5,1,4,1,3,3,3,2,5,3,3,3,3,2,3,1,3,1,2,5,4,4,,,4,2,3,3,,1,3,3,2,2,1,1,3,3,1,3,2,4,3,2,2,1,,,,1
CHOCO,2015,,,,,,,1,,,,,1,,,,,,,,,,,1,1,,1,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,
CORDOBA,2015,2,4,4,1,2,2,3,1,,2,1,2,2,5,1,4,1,2,3,1,1,7,,,1,2,4,,2,4,2,,1,3,,,1,,,1,1,,,,1,2,2,2,,,,,
CUNDINAMARCA,2015,,7,2,4,5,2,2,1,1,2,2,3,,,,1,2,2,5,2,,1,2,2,1,1,2,,3,,4,2,1,,4,5,1,2,3,2,2,,2,3,,2,,,2,5,1,1,1
GUAINIA,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUAVIARE,2015,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
HUILA,2015,,4,2,6,10,1,5,10,5,5,2,2,2,6,4,5,2,5,3,5,5,4,8,7,5,7,5,9,4,11,5,1,7,9,5,4,2,4,3,4,2,,1,,,1,1,,3,2,,,1
LA GUAJIRA,2015,2,,5,1,2,1,2,2,,2,,,2,3,3,,,1,4,3,2,3,3,2,2,1,1,3,2,2,2,,3,,2,3,,,2,2,,1,,,,1,,,,,1,2,
MAGDALENA,2015,,1,6,2,,,2,6,1,1,,2,2,2,,1,,2,2,1,4,3,,,,1,,1,6,2,2,,,,1,,,,2,3,1,,1,,,2,,,,,,2,1
META,2015,,1,,1,,,,,,,1,,1,,3,,1,2,2,3,2,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,1,,,,,2,
NARIÑO,2015,,2,6,2,6,5,2,2,4,4,2,5,4,2,4,4,2,5,4,3,4,2,3,7,2,1,3,2,9,6,3,2,1,2,5,3,4,3,4,1,,,1,5,1,3,2,3,3,,3,2,2
NORTE SANTANDER,2015,,2,1,,1,,,2,3,1,1,1,,1,,1,,,,1,,,,1,,,,,,,,1,1,1,1,3,,,,1,,,1,,,,1,,1,3,,,
PROCEDENCIA DESCONOCIDA,2015,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,
PUTUMAYO,2015,,1,,1,,,1,,1,,,,1,4,1,1,,,,1,,,1,,,,,,,,2,,,,1,,,,,,,,,,1,,,1,,,1,,1
QUINDIO,2015,,,1,,1,,1,,2,1,3,,2,,,,4,1,,,2,1,,2,,,,,2,,2,1,2,,,1,,,,,,,,,,,,,1,,,,
RISARALDA,2015,,,1,2,1,2,4,,1,3,2,3,2,5,3,,1,2,1,1,,4,1,1,1,3,1,2,1,,2,,,2,2,1,3,1,2,,1,5,3,,1,1,2,5,,2,2,,
SAN ANDRES,2015,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SANTANDER,2015,,6,2,7,5,6,2,5,8,2,,,2,2,,1,4,6,6,2,7,3,4,2,3,8,4,3,3,5,8,6,3,1,2,1,,1,4,2,4,2,2,,2,1,,2,1,,2,1,1
SUCRE,2015,,1,2,1,,1,,1,3,2,1,1,2,3,4,4,3,3,2,,2,3,1,3,3,,1,2,,2,2,2,5,4,2,,1,2,1,3,,1,3,1,,1,,1,1,,,2,1
TOLIMA,2015,3,3,1,1,3,2,2,1,2,1,2,2,,4,2,4,5,2,3,2,,4,,4,2,3,,2,3,2,2,2,4,,3,,1,,3,,,,1,,,1,1,,1,1,,,
VALLE DEL CAUCA,2015,2,7,4,10,9,4,6,8,8,7,9,3,9,4,4,1,6,10,5,7,5,6,3,8,4,4,9,6,10,2,2,3,5,8,5,1,3,3,5,,2,2,2,1,4,4,2,1,3,2,7,,2
VAUPES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
VICHADA,2015,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLOMBIA,2016,8,41,35,46,45,37,44,34,28,38,34,43,21,41,46,35,31,37,32,36,37,27,31,34,19,30,38,16,25,25,35,24,35,33,28,31,41,42,36,32,44,35,33,28,26,24,27,24,22,19,28,37,19
AMAZONAS,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
ANTIOQUIA,2016,1,1,2,,2,9,4,5,4,,3,7,,2,2,1,1,,2,3,3,1,1,,1,3,3,1,2,2,1,1,4,4,2,,2,1,3,2,3,2,1,2,,,2,,1,,1,3,2
ARAUCA,2016,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANTICO,2016,1,1,,,1,,1,,2,,,,1,,1,1,,,1,,,,1,,,1,1,,,1,1,2,,1,,,2,,,4,,1,1,,2,,1,,2,,1,,
BOGOTA DC,2016,1,8,10,11,13,12,11,11,11,12,14,5,7,14,13,10,8,5,10,10,5,6,6,10,3,8,14,7,7,6,14,6,9,8,8,13,7,10,4,7,9,5,9,10,11,3,9,10,1,4,5,15,8
BOLIVAR,2016,,1,,,,,1,1,,2,,2,,,,,,,1,1,1,,,,1,,,,1,,,,,,1,,1,,1,1,1,1,2,2,,2,1,,1,1,,1,1
BOYACA,2016,,1,1,1,1,1,5,1,,,,2,2,2,,1,2,1,,2,,2,,,,,,,,,1,,2,,1,1,,,1,,1,,,,,3,1,,,,3,,
CALDAS,2016,,1,,1,2,,,1,,,,1,,3,,,,,1,,3,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,2,,
CAQUETA,2016,,,,2,,,1,,,3,2,1,2,,1,1,2,4,3,3,2,2,3,2,1,2,1,1,2,2,2,,1,1,1,,3,3,2,1,1,1,2,,,,,,,,,,
CASANARE,2016,,1,,,,,,,1,,,1,,1,,2,1,2,,1,2,2,1,1,,2,,,,,,1,,,,1,,1,,,1,,1,,,,,1,1,,,1,
CAUCA,2016,,,,1,1,2,1,,,,,,1,1,1,2,,1,1,1,,1,2,2,2,1,,,,,,,1,,,,1,1,1,,,2,,,,,,,,,,,
CESAR,2016,1,,2,4,,,1,,1,,,3,,,4,4,1,3,1,1,1,2,,2,3,,,,,2,2,1,2,2,,2,2,1,2,3,1,1,1,,,1,,,,,,,
CHOCO,2016,,1,1,,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,1,,,,1,,,,,,,
CORDOBA,2016,,,,1,1,,,2,2,,2,3,,1,5,2,1,3,2,3,,,1,1,1,,2,2,,,,,1,2,3,,,,1,,3,,,1,1,1,,1,1,,,,
CUNDINAMARCA,2016,1,4,3,2,3,,4,2,2,,1,1,1,2,,,2,3,,4,1,,3,2,,2,3,1,1,1,2,4,3,3,,2,1,5,3,1,2,4,,1,2,2,1,4,6,3,3,2,2
GUAINIA,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUAVIARE,2016,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HUILA,2016,,2,2,1,1,5,2,,,2,3,2,3,1,6,4,4,2,,1,,1,3,3,3,3,6,2,2,,1,2,1,1,2,1,5,6,4,,5,4,4,2,1,4,2,1,2,2,2,6,
LA GUAJIRA,2016,1,1,,2,,,2,,,1,1,,2,,,,,,,,3,1,1,1,1,1,,,1,1,,1,,,,,2,,,1,,1,1,,,,,,1,,,1,
MAGDALENA,2016,,2,,,1,1,,,1,1,,,,,,,,1,2,,3,,,,,1,,,,2,,,1,2,,,3,3,1,,,,1,,,,,,1,,1,2,1
META,2016,,,,1,4,,,1,,2,1,1,,1,,,,2,,,,,,,,,,,,,,,,,,,,,1,,2,,,1,,1,,,,,,,
NARIÑO,2016,1,6,6,8,1,1,1,5,1,6,1,2,1,4,3,2,2,7,2,1,6,2,2,3,1,1,3,2,1,1,4,1,3,3,4,3,3,3,3,4,4,4,4,2,3,2,1,2,2,3,2,3,1
NORTE SANTANDER,2016,,,,,1,,,2,,2,,2,,1,1,,,,,,1,1,,,,1,1,,,,,,,1,,,1,,,,,,,,,,,,1,,,,
PUTUMAYO,2016,,1,,1,1,,2,,,,,,,1,4,1,2,,,1,1,,2,,,,,,3,,,,1,1,2,1,,,,2,,,1,1,1,3,1,,,,,,
QUINDIO,2016,,,1,1,1,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,5,,3,,1,2,2,1,2,1,,,,1,,,,
RISARALDA,2016,,1,,,,,,,,,1,,,1,,2,,,,,1,,,1,1,,1,,,,,1,1,1,,,,,1,,,,,,,,1,,,,,,
SAN ANDRES,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTANDER,2016,1,1,3,3,4,,1,,,,2,3,,1,2,1,2,,2,1,1,2,1,,,1,1,,1,,3,2,1,2,,,3,1,3,,3,,2,,1,,,,,2,,1,
SUCRE,2016,,,1,1,2,1,2,,,,,1,,,,,1,,1,,,2,1,2,1,,,,1,2,1,,1,,1,,,1,,3,2,,1,,1,1,,1,,,,,3
TOLIMA,2016,,2,,2,,4,1,,,3,,,,1,1,,,,1,,1,1,,1,,1,,,1,,1,,,1,2,,1,1,,,,1,,,,,,,,1,,,
VALLE DEL CAUCA,2016,,6,2,2,5,1,3,3,3,3,2,5,1,2,2,1,2,3,2,3,2,1,2,2,,2,2,,2,5,1,,2,,1,2,4,2,5,2,1,5,1,3,2,,7,4,1,3,8,2,1
VAUPES,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICHADA,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLOMBIA,2017,24,25,36,25,30,29,34,35,33,29,20,19,23,30,22,32,37,26,29,41,42,41,32,35,29,43,33,39,43,32,44,43,60,51,54,56,40,58,83,53,56,59,66,82,54,55,66,77,60,41,75,42,7
AMAZONAS,2017,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTIOQUIA,2017,,,3,3,2,1,2,2,2,3,3,,3,,,4,6,1,2,2,5,2,1,3,3,2,3,2,5,7,2,1,2,3,2,1,5,8,8,3,5,6,4,7,1,4,4,5,3,5,10,2,
ARAUCA,2017,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,
ATLANTICO,2017,,,1,,,,,1,,1,,,1,,,1,1,,,,2,2,1,,1,1,,1,,5,,,2,,3,1,2,2,,1,,,,,2,,4,,2,,1,,
BOGOTA DC,2017,9,5,7,10,9,12,8,5,8,7,4,3,3,9,3,8,9,8,5,14,10,12,8,7,12,11,11,10,7,6,17,13,15,13,13,19,13,19,23,19,14,25,18,23,12,10,7,20,11,8,11,9,1
BOLIVAR,2017,,2,,1,,,3,1,,,,,,,1,1,3,,2,1,,,2,,1,,,,1,1,2,1,1,,2,,,,,,,,2,1,,,,,,,1,,
BOYACA,2017,,,,2,1,,,2,3,2,,,,1,,,,1,,2,,2,1,1,1,2,,2,1,,1,,1,,,2,1,,1,1,,,,,,,,1,1,,,,
CALDAS,2017,,,,,,,,1,,,,,,,,,1,,1,,,,,,,1,,,,,,2,,1,,1,,,,2,,,,,2,1,6,,2,,2,,
CAQUETA,2017,,,,1,,,,,,,,,,,,,,,,1,2,,1,,,,,,1,1,2,4,,2,2,2,,3,,3,,,3,6,2,6,2,3,2,,4,,
CASANARE,2017,,,4,,,,1,,1,1,,1,1,2,,2,,1,3,,1,1,1,,,3,1,1,1,1,,2,2,,1,2,,,,,1,,1,2,,,,,,,,,
CAUCA,2017,,,,,,,,,,,1,1,,1,,,,1,,,,,,,,1,1,2,,,,1,,,1,,,2,1,1,,1,7,2,,2,,6,,,2,,
CESAR,2017,,,1,1,,,2,1,,,1,2,2,1,2,1,,2,1,3,3,8,2,5,,2,,1,,,3,1,1,4,3,1,,3,1,2,1,,,,,1,1,1,3,1,1,,
CHOCO,2017,,1,,,,,,,,,1,1,,,1,1,,,,1,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,1,,,,,,
CORDOBA,2017,1,,,,1,,,1,1,,,1,,,2,,,1,,1,,1,,2,,,1,2,,,1,,,1,2,1,1,,1,1,1,,1,2,,1,,,1,,1,1,
CUNDINAMARCA,2017,5,2,4,,7,3,1,5,3,1,3,1,2,3,,1,2,1,,2,3,1,,2,1,4,3,1,2,1,2,,3,2,2,,1,2,5,,1,4,5,2,4,3,5,2,3,,1,1,3
GUAINIA,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUAVIARE,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUILA,2017,1,3,5,2,2,5,2,1,3,3,,,2,2,2,2,1,,4,5,4,1,6,6,1,5,3,5,3,3,2,7,9,9,8,10,3,5,5,8,7,4,5,3,3,3,2,5,8,6,13,7,
LA GUAJIRA,2017,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,2,,,,1,4,1,,1,,2,1,3,,,,,,,,,1,,2,,
MAGDALENA,2017,1,1,,,,,1,1,,1,2,,,,,,2,,,,2,1,1,3,,2,1,,1,,1,1,,1,1,1,,,3,,2,,2,1,,,1,3,2,1,3,1,
META,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,2,,1,,2,2,2,1,2,4,,,,,
NARIÑO,2017,1,1,3,2,3,1,2,1,2,,1,3,1,4,4,4,5,1,1,2,3,1,1,,2,,3,2,4,2,2,3,2,4,3,3,5,1,4,1,3,1,3,10,3,3,1,6,,2,1,3,1
NORTE SANTANDER,2017,,,,,,,1,3,,1,,,1,,,,,,1,,1,,,1,1,1,,1,2,,,,,,1,,,2,,,,1,,,,1,,,,,2,2,
PROCEDENCIA DESCONOCIDA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,
PUTUMAYO,2017,1,1,,,,,,2,1,1,,1,,,1,,,,1,,,,,,1,2,,,2,,,,,1,,,,,,,,,,,,1,2,,,,2,,
QUINDIO,2017,,,,,,,,,1,,,,,1,1,,,,,,,,2,,,,,,,1,2,,2,2,3,,2,,,1,5,,,2,4,2,7,7,,6,5,2,
RISARALDA,2017,,,,,,,,1,,,,,,,1,,1,1,,,,,,,1,,,1,,,2,,,,1,2,,,3,2,3,4,2,6,2,2,7,8,4,,,3,
SAN ANDRES,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
SANTANDER,2017,,,1,1,2,1,,,1,1,,1,1,1,,,,1,,1,,2,2,1,1,3,2,2,2,1,,1,4,1,,2,2,4,5,,1,5,1,1,4,6,1,2,4,7,1,1,
SUCRE,2017,1,,1,1,,1,1,,,1,,2,2,,2,,2,2,,1,2,,,1,1,,,2,1,1,,2,1,1,,1,1,1,2,,,,,,,2,,,,,3,,
TOLIMA,2017,1,,,1,,,,1,,,,,,,,,1,,1,2,1,,,,,,,,1,,1,1,2,1,1,1,1,,5,2,4,2,1,4,1,2,6,,5,3,,2,2
VALLE DEL CAUCA,2017,2,9,6,,3,5,10,5,7,6,4,1,4,5,2,7,3,5,6,2,2,7,3,3,1,3,3,2,7,1,4,1,8,3,3,5,3,4,8,3,7,6,9,7,12,4,6,4,6,2,9,8,
VAUPES,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICHADA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
COLOMBIA,2018,57,68,86,97,77,77,60,69,62,55,81,78,75,50,47,67,75,63,37,50,75,48,32,37,24,46,15,13,22,27,31,24,28,28,37,37,38,48,57,69,61,66,66,70,51,69,64,108,43,63,98,71,28
AMAZONAS,2018,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTIOQUIA,2018,1,12,9,7,4,4,16,4,11,7,9,5,12,7,13,12,18,8,4,9,5,12,2,2,4,2,2,,4,6,10,4,7,7,8,4,11,5,2,6,8,7,8,6,3,19,8,57,8,6,38,14,2
ARAUCA,2018,,,,3,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,2,,1,,,,,1,,1,
ATLANTICO,2018,,,2,1,3,1,2,1,,1,,,,,,2,4,,2,,2,,2,1,,4,,1,3,,,,,,,3,,,2,3,,6,2,2,,,1,1,1,3,3,1,
BOGOTA DC,2018,17,22,23,35,29,23,9,22,13,13,27,15,22,15,8,20,16,12,6,4,20,11,7,17,7,17,5,5,7,12,9,9,7,6,6,7,10,15,16,9,16,11,13,9,8,12,13,8,6,11,17,14,4
BOLIVAR,2018,,,3,,3,2,,1,,1,1,2,,,,,,,,,2,1,,,,,,1,,,,,1,2,1,,,,2,3,1,3,1,1,1,3,2,2,,,1,1,
BOYACA,2018,1,3,,1,2,1,,,4,2,,1,,4,4,1,2,3,2,,,,,1,1,1,,,,,1,,,,,1,1,,4,2,2,3,,2,4,,2,,,1,,,1
CALDAS,2018,2,1,1,2,1,,,,,1,,1,1,,,,2,,1,1,,,,,,,,1,,1,2,,1,,,,2,1,,1,1,,1,1,,7,2,1,2,2,,1,4
CAQUETA,2018,1,3,,4,2,2,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,3,1,1,,3,3,1,2,1,2,1,,2,,2,,,1,
CASANARE,2018,1,1,,1,2,7,,,1,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,2,1,,,1,1,
CAUCA,2018,2,1,3,,,,,2,1,,1,,1,,,,1,4,,,3,2,1,,,,,,,,1,,,,,1,2,1,2,1,1,3,,3,,,2,1,,1,3,1,
CESAR,2018,1,1,,2,2,,,2,,3,,4,6,2,1,2,,2,1,,5,2,,,2,5,,,2,1,,,1,2,,1,,3,1,2,3,2,3,,2,1,1,1,1,,2,2,
CHOCO,2018,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,1,,1,,1,,,
CORDOBA,2018,,,1,1,,1,,2,,3,3,3,5,2,2,1,2,1,1,2,2,,2,,2,2,,,2,1,,,,,2,1,2,,1,1,1,3,2,2,1,1,,1,,1,1,1,1
CUNDINAMARCA,2018,4,3,2,4,4,2,3,3,6,3,3,3,2,,4,4,8,3,3,2,6,5,3,1,,1,2,2,,3,2,1,2,2,2,2,2,5,1,3,,2,1,3,2,,1,5,3,4,4,1,2
GUAINIA,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUAVIARE,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUILA,2018,5,9,5,7,5,13,8,8,7,1,11,11,6,2,6,2,6,4,1,9,5,5,3,4,2,5,,,1,1,1,1,1,,2,2,1,1,3,5,3,3,5,5,4,6,7,10,6,10,4,8,1
LA GUAJIRA,2018,,,2,1,1,1,,3,1,,3,,,,,,2,2,,,1,,,1,,,1,,,,2,,,,,,1,,2,,,1,,1,1,,2,,1,1,1,,
MAGDALENA,2018,1,,1,2,1,2,1,,2,2,,2,,,2,4,1,,3,2,2,,,,1,2,2,,,1,,2,1,1,1,,,3,1,1,2,2,,,3,1,1,2,,3,,1,
META,2018,,4,1,,,1,2,2,2,,1,,,,1,,,,,,,1,,,,1,,,,,,,,1,1,,,,2,2,1,,,,,,2,,,1,3,2,
NARIÑO,2018,1,1,2,3,,5,2,5,,1,5,1,1,,1,4,3,15,6,10,2,,1,1,,,,1,,,,1,1,1,2,2,1,2,,6,3,1,3,4,4,1,4,3,3,2,4,4,4
NORTE SANTANDER,2018,4,,2,,,,2,1,1,2,,,1,4,1,,1,1,,2,2,,1,,,,,,,,,,,,,,,1,,,,1,,1,,,1,1,1,,,1,1
PROCEDENCIA DESCONOCIDA,2018,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUTUMAYO,2018,,,,2,,1,2,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,1,3,,,1,1,1,,,1,,,1,,,,1,1,1
QUINDIO,2018,,1,7,,,1,,2,,2,3,1,2,,1,1,,3,1,,2,1,,,,,,,,,1,,,2,,2,,1,,2,2,1,3,2,1,2,3,2,1,1,1,1,
RISARALDA,2018,3,,8,6,12,,2,2,4,5,4,3,,,,3,2,,,,,3,2,3,1,3,1,,,,,,1,1,1,,1,,1,2,1,1,1,3,2,3,1,2,,3,1,,1
SAN ANDRES,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
SANTANDER,2018,,1,2,3,3,2,2,2,1,4,4,7,1,5,,2,4,1,1,4,5,,1,1,3,,2,,2,,,4,,,2,2,2,,4,3,3,4,4,4,,3,2,6,2,2,4,3,
SUCRE,2018,1,1,3,2,,,1,3,2,1,2,5,4,2,,,,2,,1,2,2,5,,,1,,,1,,1,,2,1,1,,,2,3,6,1,2,1,1,4,,1,1,1,,1,2,
TOLIMA,2018,5,1,2,4,2,5,3,3,4,,2,8,3,4,,2,,,,,1,1,1,3,,2,,1,,1,,2,1,1,1,2,1,1,,1,4,2,,4,3,5,,,,,,3,2
VALLE DEL CAUCA,2018,7,3,7,5,1,1,3,1,2,,,3,3,3,3,6,3,,4,4,6,2,1,1,1,,,1,,,1,,1,1,3,3,,5,4,6,5,6,14,12,6,3,3,2,5,9,7,5,4
VAUPES,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
